ID,Build Version,Expected Result,Actual Result,Test Status,Browser Name
04-52,4,A1,A1,PASS,Firefox
04-52,4,A1,A1,PASS,Microsoft Edge
04-53,4,10.1,10.1,PASS,Google Chrome
04-53,4,10.1,10.1,PASS,Firefox
04-53,4,10.1,10.1,PASS,Microsoft Edge
04-54,4,10000000000.1,10000000000.1,PASS,Google Chrome
04-54,4,10000000000.1,10000000000.1,PASS,Firefox
04-54,4,10000000000.1,10000000000.1,PASS,Microsoft Edge
04-55,4,1,1,PASS,Google Chrome
04-55,4,1,1,PASS,Firefox
04-55,4,1,1,PASS,Microsoft Edge
04-56,4,0.1111,0.1111,PASS,Google Chrome
04-56,4,0.1111,0.1111,PASS,Firefox
04-56,4,0.1111,0.1111,PASS,Microsoft Edge
04-57,4,ASDASD,ASDASD,PASS,Google Chrome
04-57,4,ASDASD,ASDASD,PASS,Firefox
04-57,4,ASDASD,ASDASD,PASS,Microsoft Edge
04-58,4,99999999990.00000001,99999999990.00000001,PASS,Google Chrome
04-58,4,99999999990.00000001,99999999990.00000001,PASS,Firefox
04-58,4,99999999990.00000001,99999999990.00000001,PASS,Microsoft Edge
04-59,4,0.11,0.11,PASS,Google Chrome
04-59,4,0.11,0.11,PASS,Firefox
04-59,4,0.11,0.11,PASS,Microsoft Edge
04-60,4,.1.2.0,.1.2.0,PASS,Google Chrome
04-60,4,.1.2.0,.1.2.0,PASS,Firefox
04-60,4,.1.2.0,.1.2.0,PASS,Microsoft Edge
05-01,5,2,2,PASS,Google Chrome
05-01,5,2,2,PASS,Firefox
05-01,5,2,2,PASS,Microsoft Edge
05-02,5,0.3,0.30000000000000004,FAIL,Google Chrome
05-02,5,0.3,0.30000000000000004,FAIL,Firefox
05-02,5,0.3,0.30000000000000004,FAIL,Microsoft Edge
05-03,5,NONE,NONE,PASS,Google Chrome
05-03,5,NONE,NONE,PASS,Firefox
05-03,5,NONE,NONE,PASS,Microsoft Edge
05-04,5,NONE,NONE,PASS,Google Chrome
05-04,5,NONE,NONE,PASS,Firefox
05-04,5,NONE,NONE,PASS,Microsoft Edge
05-05,5,10,10,PASS,Google Chrome
05-05,5,10,10,PASS,Firefox
05-05,5,10,10,PASS,Microsoft Edge
05-06,5,10.1,10.1,PASS,Google Chrome
05-06,5,10.1,10.1,PASS,Firefox
05-06,5,10.1,10.1,PASS,Microsoft Edge
05-07,5,0,0,PASS,Google Chrome
05-07,5,0,0,PASS,Firefox
05-07,5,0,0,PASS,Microsoft Edge
05-08,5,1999999998,1999999998,PASS,Google Chrome
05-08,5,1999999998,1999999998,PASS,Firefox
05-08,5,1999999998,1999999998,PASS,Microsoft Edge
05-09,5,9999999999,9999999999,PASS,Google Chrome
05-09,5,9999999999,9999999999,PASS,Firefox
05-09,5,9999999999,9999999999,PASS,Microsoft Edge
05-10,5,9999999999.1,9999999999.1,PASS,Google Chrome
05-10,5,9999999999.1,9999999999.1,PASS,Firefox
05-10,5,9999999999.1,9999999999.1,PASS,Microsoft Edge
05-11,5,0.22222222,0.22222222,PASS,Google Chrome
05-11,5,0.22222222,0.22222222,PASS,Firefox
05-11,5,0.22222222,0.22222222,PASS,Microsoft Edge
05-12,5,-1999999998,-1999999998,PASS,Google Chrome
05-12,5,-1999999998,-1999999998,PASS,Firefox
05-12,5,-1999999998,-1999999998,PASS,Microsoft Edge
05-13,5,0,0,PASS,Google Chrome
05-13,5,0,0,PASS,Firefox
05-13,5,0,0,PASS,Microsoft Edge
05-14,5,0,1,FAIL,Google Chrome
05-14,5,0,1,FAIL,Firefox
05-14,5,0,1,FAIL,Microsoft Edge
05-15,5,0.00000001,1e-8,FAIL,Google Chrome
05-15,5,0.00000001,1e-8,FAIL,Firefox
05-15,5,0.00000001,1e-8,FAIL,Microsoft Edge
05-16,5,0,0,PASS,Google Chrome
05-16,5,0,0,PASS,Firefox
05-16,5,0,0,PASS,Microsoft Edge
05-17,5,0,0,PASS,Google Chrome
05-17,5,0,0,PASS,Firefox
05-17,5,0,0,PASS,Microsoft Edge
05-18,5,1999999998,1999999998,PASS,Google Chrome
05-18,5,1999999998,1999999998,PASS,Firefox
05-18,5,1999999998,1999999998,PASS,Microsoft Edge
05-19,5,-1999999998,-1999999998,PASS,Google Chrome
05-19,5,-1999999998,-1999999998,PASS,Firefox
05-19,5,-1999999998,-1999999998,PASS,Microsoft Edge
05-20,5,-19999999,-1.9999999000000002,FAIL,Google Chrome
05-20,5,-19999999,-1.9999999000000002,FAIL,Firefox
05-20,5,-19999999,-1.9999999000000002,FAIL,Microsoft Edge
05-21,5,-2.1,-2.1,PASS,Google Chrome
05-21,5,-2.1,-2.1,PASS,Firefox
05-21,5,-2.1,-2.1,PASS,Microsoft Edge
05-22,5,0.1,0.10000000000000009,FAIL,Google Chrome
05-22,5,0.1,0.10000000000000009,FAIL,Firefox
05-22,5,0.1,0.10000000000000009,FAIL,Microsoft Edge
05-23,5,NONE,NONE,PASS,Google Chrome
05-23,5,NONE,NONE,PASS,Firefox
05-23,5,NONE,NONE,PASS,Microsoft Edge
05-24,5,NONE,NONE,PASS,Google Chrome
05-24,5,NONE,NONE,PASS,Firefox
05-24,5,NONE,NONE,PASS,Microsoft Edge
05-25,5,0,0,PASS,Google Chrome
05-25,5,0,0,PASS,Firefox
05-25,5,0,0,PASS,Microsoft Edge
05-26,5,3.45,3.45,PASS,Google Chrome
05-26,5,3.45,3.45,PASS,Firefox
05-26,5,3.45,3.45,PASS,Microsoft Edge
05-27,5,-0.1000001,-0.10000010000000001,FAIL,Google Chrome
05-27,5,-0.1000001,-0.10000010000000001,FAIL,Firefox
05-27,5,-0.1000001,-0.10000010000000001,FAIL,Microsoft Edge
05-28,5,-1999999998,-1999999998,PASS,Google Chrome
05-28,5,-1999999998,-1999999998,PASS,Firefox
05-28,5,-1999999998,-1999999998,PASS,Microsoft Edge
05-29,5,0.022,0.022000000000000002,FAIL,Google Chrome
05-29,5,0.022,0.022000000000000002,FAIL,Firefox
05-29,5,0.022,0.022000000000000002,FAIL,Microsoft Edge
05-30,5,10,10,PASS,Google Chrome
05-30,5,10,10,PASS,Firefox
05-30,5,10,10,PASS,Microsoft Edge
05-31,5,0.11,0.11000000000000001,FAIL,Google Chrome
05-31,5,0.11,0.11000000000000001,FAIL,Firefox
05-31,5,0.11,0.11000000000000001,FAIL,Microsoft Edge
05-32,5,0,0,PASS,Google Chrome
05-32,5,0,0,PASS,Firefox
05-32,5,0,0,PASS,Microsoft Edge
05-33,5,10100,10100,PASS,Google Chrome
05-33,5,10100,10100,PASS,Firefox
05-33,5,10100,10100,PASS,Microsoft Edge
05-34,5,2.2,2,FAIL,Google Chrome
05-34,5,2.2,2,FAIL,Firefox
05-34,5,2.2,2,FAIL,Microsoft Edge
05-35,5,NONE,NONE,PASS,Google Chrome
05-35,5,NONE,NONE,PASS,Firefox
05-35,5,NONE,NONE,PASS,Microsoft Edge
05-36,5,NONE,NONE,PASS,Google Chrome
05-36,5,NONE,NONE,PASS,Firefox
05-36,5,NONE,NONE,PASS,Microsoft Edge
05-37,5,11,11,PASS,Google Chrome
05-37,5,11,11,PASS,Firefox
05-37,5,11,11,PASS,Microsoft Edge
05-38,5,9,9,PASS,Google Chrome
05-38,5,9,9,PASS,Firefox
05-38,5,9,9,PASS,Microsoft Edge
05-39,5,0,0,PASS,Google Chrome
05-39,5,0,0,PASS,Firefox
05-39,5,0,0,PASS,Microsoft Edge
05-40,5,0,0,PASS,Google Chrome
05-40,5,0,0,PASS,Firefox
05-40,5,0,0,PASS,Microsoft Edge
05-41,5,NONE,NONE,PASS,Google Chrome
05-41,5,NONE,NONE,PASS,Firefox
05-41,5,NONE,NONE,PASS,Microsoft Edge
05-42,5,0.02,0.02,PASS,Google Chrome
05-42,5,0.02,0.02,PASS,Firefox
05-42,5,0.02,0.02,PASS,Microsoft Edge
05-43,5,500,500,PASS,Google Chrome
05-43,5,500,500,PASS,Firefox
05-43,5,500,500,PASS,Microsoft Edge
05-44,5,-39999999996,-39999999996,PASS,Google Chrome
05-44,5,-39999999996,-39999999996,PASS,Firefox
05-44,5,-39999999996,-39999999996,PASS,Microsoft Edge
05-45,5,NONE,NONE,PASS,Google Chrome
05-45,5,NONE,NONE,PASS,Firefox
05-45,5,NONE,NONE,PASS,Microsoft Edge
05-46,5,0,0,PASS,Google Chrome
05-46,5,0,0,PASS,Firefox
05-46,5,0,0,PASS,Microsoft Edge
05-47,5,0,0,PASS,Google Chrome
05-47,5,0,0,PASS,Firefox
05-47,5,0,0,PASS,Microsoft Edge
05-48,5,1,1,PASS,Google Chrome
05-48,5,1,1,PASS,Firefox
05-48,5,1,1,PASS,Microsoft Edge
05-49,5,-1,-10.000000009,FAIL,Google Chrome
05-49,5,-1,-10.000000009,FAIL,Firefox
05-49,5,-1,-10.000000009,FAIL,Microsoft Edge
05-50,5,9999999990,99999999990,FAIL,Google Chrome
05-50,5,9999999990,99999999990,FAIL,Firefox
05-50,5,9999999990,99999999990,FAIL,Microsoft Edge
05-51,5,,NONE,FAIL,Google Chrome
05-51,5,,NONE,FAIL,Firefox
05-51,5,,NONE,FAIL,Microsoft Edge
05-52,5,A1,A1,PASS,Google Chrome
05-52,5,A1,A1,PASS,Firefox
05-52,5,A1,A1,PASS,Microsoft Edge
05-53,5,10.1,10.1,PASS,Google Chrome
05-53,5,10.1,10.1,PASS,Firefox
05-53,5,10.1,10.1,PASS,Microsoft Edge
05-54,5,10000000000.1,10000000000.1,PASS,Google Chrome
05-54,5,10000000000.1,10000000000.1,PASS,Firefox
05-54,5,10000000000.1,10000000000.1,PASS,Microsoft Edge
05-55,5,1,1,PASS,Google Chrome
05-55,5,1,1,PASS,Firefox
05-55,5,1,1,PASS,Microsoft Edge
05-56,5,0.1111,0.1111,PASS,Google Chrome
05-56,5,0.1111,0.1111,PASS,Firefox
05-56,5,0.1111,0.1111,PASS,Microsoft Edge
05-57,5,ASDASD,ASDASD,PASS,Google Chrome
05-57,5,ASDASD,ASDASD,PASS,Firefox
05-57,5,ASDASD,ASDASD,PASS,Microsoft Edge
05-58,5,99999999990.00000001,99999999990.00000001,PASS,Google Chrome
05-58,5,99999999990.00000001,99999999990.00000001,PASS,Firefox
05-58,5,99999999990.00000001,99999999990.00000001,PASS,Microsoft Edge
05-59,5,0.11,0.11,PASS,Google Chrome
05-59,5,0.11,0.11,PASS,Firefox
05-59,5,0.11,0.11,PASS,Microsoft Edge
05-60,5,.1.2.0,.1.2.0,PASS,Google Chrome
05-60,5,.1.2.0,.1.2.0,PASS,Firefox
05-60,5,.1.2.0,.1.2.0,PASS,Microsoft Edge
06-01,6,2,2,PASS,Google Chrome
06-01,6,2,2,PASS,Firefox
06-01,6,2,2,PASS,Microsoft Edge
06-02,6,0.3,0.30000000000000004,FAIL,Google Chrome
06-02,6,0.3,0.30000000000000004,FAIL,Firefox
06-02,6,0.3,0.30000000000000004,FAIL,Microsoft Edge
06-03,6,NONE,NONE,PASS,Google Chrome
06-03,6,NONE,NONE,PASS,Firefox
06-03,6,NONE,NONE,PASS,Microsoft Edge
06-04,6,NONE,NONE,PASS,Google Chrome
06-04,6,NONE,NONE,PASS,Firefox
06-04,6,NONE,NONE,PASS,Microsoft Edge
06-05,6,10,10,PASS,Google Chrome
06-05,6,10,10,PASS,Firefox
06-05,6,10,10,PASS,Microsoft Edge
06-06,6,10.1,10.1,PASS,Google Chrome
06-06,6,10.1,10.1,PASS,Firefox
06-06,6,10.1,10.1,PASS,Microsoft Edge
06-07,6,0,0,PASS,Google Chrome
06-07,6,0,0,PASS,Firefox
06-07,6,0,0,PASS,Microsoft Edge
06-08,6,1999999998,1999999998,PASS,Google Chrome
06-08,6,1999999998,1999999998,PASS,Firefox
06-08,6,1999999998,1999999998,PASS,Microsoft Edge
06-09,6,9999999999,9999999999,PASS,Google Chrome
06-09,6,9999999999,9999999999,PASS,Firefox
06-09,6,9999999999,9999999999,PASS,Microsoft Edge
06-10,6,9999999999.1,9999999999.1,PASS,Google Chrome
06-10,6,9999999999.1,9999999999.1,PASS,Firefox
06-10,6,9999999999.1,9999999999.1,PASS,Microsoft Edge
06-11,6,0.22222222,0.22222222,PASS,Google Chrome
06-11,6,0.22222222,0.22222222,PASS,Firefox
06-11,6,0.22222222,0.22222222,PASS,Microsoft Edge
06-12,6,-1999999998,-1999999998,PASS,Google Chrome
06-12,6,-1999999998,-1999999998,PASS,Firefox
06-12,6,-1999999998,-1999999998,PASS,Microsoft Edge
06-13,6,0,0,PASS,Google Chrome
06-13,6,0,0,PASS,Firefox
06-13,6,0,0,PASS,Microsoft Edge
06-14,6,0,1,FAIL,Google Chrome
06-14,6,0,1,FAIL,Firefox
06-14,6,0,1,FAIL,Microsoft Edge
06-15,6,0.00000001,1e-8,FAIL,Google Chrome
06-15,6,0.00000001,1e-8,FAIL,Firefox
06-15,6,0.00000001,1e-8,FAIL,Microsoft Edge
06-16,6,0,0,PASS,Google Chrome
06-16,6,0,0,PASS,Firefox
06-16,6,0,0,PASS,Microsoft Edge
06-17,6,0,0,PASS,Google Chrome
06-17,6,0,0,PASS,Firefox
06-17,6,0,0,PASS,Microsoft Edge
06-18,6,1999999998,1999999998,PASS,Google Chrome
06-18,6,1999999998,1999999998,PASS,Firefox
06-18,6,1999999998,1999999998,PASS,Microsoft Edge
06-19,6,-1999999998,-1999999998,PASS,Google Chrome
06-19,6,-1999999998,-1999999998,PASS,Firefox
06-19,6,-1999999998,-1999999998,PASS,Microsoft Edge
06-20,6,-19999999,-1.9999999000000002,FAIL,Google Chrome
06-20,6,-19999999,-1.9999999000000002,FAIL,Firefox
06-20,6,-19999999,-1.9999999000000002,FAIL,Microsoft Edge
06-21,6,-2.1,-2.1,PASS,Google Chrome
06-21,6,-2.1,-2.1,PASS,Firefox
06-21,6,-2.1,-2.1,PASS,Microsoft Edge
06-22,6,0.1,0.10000000000000009,FAIL,Google Chrome
06-22,6,0.1,0.10000000000000009,FAIL,Firefox
06-22,6,0.1,0.10000000000000009,FAIL,Microsoft Edge
06-23,6,NONE,NONE,PASS,Google Chrome
06-23,6,NONE,NONE,PASS,Firefox
06-23,6,NONE,NONE,PASS,Microsoft Edge
06-24,6,NONE,NONE,PASS,Google Chrome
06-24,6,NONE,NONE,PASS,Firefox
06-24,6,NONE,NONE,PASS,Microsoft Edge
06-25,6,0,0,PASS,Google Chrome
06-25,6,0,0,PASS,Firefox
06-25,6,0,0,PASS,Microsoft Edge
06-26,6,3.45,3.45,PASS,Google Chrome
06-26,6,3.45,3.45,PASS,Firefox
06-26,6,3.45,3.45,PASS,Microsoft Edge
06-27,6,-0.1000001,-0.10000010000000001,FAIL,Google Chrome
06-27,6,-0.1000001,-0.10000010000000001,FAIL,Firefox
06-27,6,-0.1000001,-0.10000010000000001,FAIL,Microsoft Edge
06-28,6,-1999999998,-1999999998,PASS,Google Chrome
06-28,6,-1999999998,-1999999998,PASS,Firefox
06-28,6,-1999999998,-1999999998,PASS,Microsoft Edge
06-29,6,0.022,0.022000000000000002,FAIL,Google Chrome
06-29,6,0.022,0.022000000000000002,FAIL,Firefox
06-29,6,0.022,0.022000000000000002,FAIL,Microsoft Edge
06-30,6,10,10,PASS,Google Chrome
06-30,6,10,10,PASS,Firefox
06-30,6,10,10,PASS,Microsoft Edge
06-31,6,0.11,0.11000000000000001,FAIL,Google Chrome
06-31,6,0.11,0.11000000000000001,FAIL,Firefox
06-31,6,0.11,0.11000000000000001,FAIL,Microsoft Edge
06-32,6,0,0,PASS,Google Chrome
06-32,6,0,0,PASS,Firefox
06-32,6,0,0,PASS,Microsoft Edge
06-33,6,10100,10100,PASS,Google Chrome
06-33,6,10100,10100,PASS,Firefox
06-33,6,10100,10100,PASS,Microsoft Edge
06-34,6,2.2,2,FAIL,Google Chrome
06-34,6,2.2,2,FAIL,Firefox
06-34,6,2.2,2,FAIL,Microsoft Edge
06-35,6,NONE,NONE,PASS,Google Chrome
06-35,6,NONE,NONE,PASS,Firefox
06-35,6,NONE,NONE,PASS,Microsoft Edge
06-36,6,NONE,NONE,PASS,Google Chrome
06-36,6,NONE,NONE,PASS,Firefox
06-36,6,NONE,NONE,PASS,Microsoft Edge
06-37,6,11,11,PASS,Google Chrome
06-37,6,11,11,PASS,Firefox
06-37,6,11,11,PASS,Microsoft Edge
06-38,6,9,9,PASS,Google Chrome
06-38,6,9,9,PASS,Firefox
06-38,6,9,9,PASS,Microsoft Edge
06-39,6,0,0,PASS,Google Chrome
06-39,6,0,0,PASS,Firefox
06-39,6,0,0,PASS,Microsoft Edge
06-40,6,0,0,PASS,Google Chrome
06-40,6,0,0,PASS,Firefox
06-40,6,0,0,PASS,Microsoft Edge
06-41,6,NONE,NONE,PASS,Google Chrome
06-41,6,NONE,NONE,PASS,Firefox
06-41,6,NONE,NONE,PASS,Microsoft Edge
06-42,6,0.02,0.02,PASS,Google Chrome
06-42,6,0.02,0.02,PASS,Firefox
06-42,6,0.02,0.02,PASS,Microsoft Edge
06-43,6,500,500,PASS,Google Chrome
06-43,6,500,500,PASS,Firefox
06-43,6,500,500,PASS,Microsoft Edge
06-44,6,-39999999996,-39999999996,PASS,Google Chrome
06-44,6,-39999999996,-39999999996,PASS,Firefox
06-44,6,-39999999996,-39999999996,PASS,Microsoft Edge
06-45,6,NONE,NONE,PASS,Google Chrome
06-45,6,NONE,NONE,PASS,Firefox
06-45,6,NONE,NONE,PASS,Microsoft Edge
06-46,6,0,0,PASS,Google Chrome
06-46,6,0,0,PASS,Firefox
06-46,6,0,0,PASS,Microsoft Edge
06-47,6,0,0,PASS,Google Chrome
06-47,6,0,0,PASS,Firefox
06-47,6,0,0,PASS,Microsoft Edge
06-48,6,1,1,PASS,Google Chrome
06-48,6,1,1,PASS,Firefox
06-48,6,1,1,PASS,Microsoft Edge
06-49,6,-1,-10.000000009,FAIL,Google Chrome
06-49,6,-1,-10.000000009,FAIL,Firefox
06-49,6,-1,-10.000000009,FAIL,Microsoft Edge
06-50,6,9999999990,99999999990,FAIL,Google Chrome
06-50,6,9999999990,99999999990,FAIL,Firefox
06-50,6,9999999990,99999999990,FAIL,Microsoft Edge
06-51,6,,NONE,FAIL,Google Chrome
06-51,6,,NONE,FAIL,Firefox
06-51,6,,NONE,FAIL,Microsoft Edge
06-52,6,A1,A1,PASS,Google Chrome
06-52,6,A1,A1,PASS,Firefox
06-52,6,A1,A1,PASS,Microsoft Edge
06-53,6,10.1,10.1,PASS,Google Chrome
06-53,6,10.1,10.1,PASS,Firefox
06-53,6,10.1,10.1,PASS,Microsoft Edge
06-54,6,10000000000.1,10000000000.1,PASS,Google Chrome
06-54,6,10000000000.1,10000000000.1,PASS,Firefox
06-54,6,10000000000.1,10000000000.1,PASS,Microsoft Edge
06-55,6,1,1,PASS,Google Chrome
06-55,6,1,1,PASS,Firefox
06-55,6,1,1,PASS,Microsoft Edge
06-56,6,0.1111,0.1111,PASS,Google Chrome
06-56,6,0.1111,0.1111,PASS,Firefox
06-56,6,0.1111,0.1111,PASS,Microsoft Edge
06-57,6,ASDASD,ASDASD,PASS,Google Chrome
06-57,6,ASDASD,ASDASD,PASS,Firefox
06-57,6,ASDASD,ASDASD,PASS,Microsoft Edge
06-58,6,99999999990.00000001,99999999990.00000001,PASS,Google Chrome
06-58,6,99999999990.00000001,99999999990.00000001,PASS,Firefox
06-58,6,99999999990.00000001,99999999990.00000001,PASS,Microsoft Edge
06-59,6,0.11,0.11,PASS,Google Chrome
06-59,6,0.11,0.11,PASS,Firefox
06-59,6,0.11,0.11,PASS,Microsoft Edge
06-60,6,.1.2.0,.1.2.0,PASS,Google Chrome
06-60,6,.1.2.0,.1.2.0,PASS,Firefox
06-60,6,.1.2.0,.1.2.0,PASS,Microsoft Edge
07-01,7,2,1,FAIL,Google Chrome
07-01,7,2,1,FAIL,Firefox
07-01,7,2,1,FAIL,Microsoft Edge
07-02,7,0.3,0.2,FAIL,Google Chrome
07-02,7,0.3,0.2,FAIL,Firefox
07-02,7,0.3,0.2,FAIL,Microsoft Edge
07-03,7,NONE,NONE,PASS,Google Chrome
07-03,7,NONE,NONE,PASS,Firefox
07-03,7,NONE,NONE,PASS,Microsoft Edge
07-04,7,NONE,NONE,PASS,Google Chrome
07-04,7,NONE,NONE,PASS,Firefox
07-04,7,NONE,NONE,PASS,Microsoft Edge
07-05,7,10,0,FAIL,Google Chrome
07-05,7,10,0,FAIL,Firefox
07-05,7,10,0,FAIL,Microsoft Edge
07-06,7,10.1,0.1,FAIL,Google Chrome
07-06,7,10.1,0.1,FAIL,Firefox
07-06,7,10.1,0.1,FAIL,Microsoft Edge
07-07,7,0,0,PASS,Google Chrome
07-07,7,0,0,PASS,Firefox
07-07,7,0,0,PASS,Microsoft Edge
07-08,7,1999999998,999999999,FAIL,Google Chrome
07-08,7,1999999998,999999999,FAIL,Firefox
07-08,7,1999999998,999999999,FAIL,Microsoft Edge
07-09,7,9999999999,0,FAIL,Google Chrome
07-09,7,9999999999,0,FAIL,Firefox
07-09,7,9999999999,0,FAIL,Microsoft Edge
07-10,7,9999999999.1,0.1,FAIL,Google Chrome
07-10,7,9999999999.1,0.1,FAIL,Firefox
07-10,7,9999999999.1,0.1,FAIL,Microsoft Edge
07-11,7,0.22222222,0.11111111,FAIL,Google Chrome
07-11,7,0.22222222,0.11111111,FAIL,Firefox
07-11,7,0.22222222,0.11111111,FAIL,Microsoft Edge
07-12,7,-1999999998,-999999999,FAIL,Google Chrome
07-12,7,-1999999998,-999999999,FAIL,Firefox
07-12,7,-1999999998,-999999999,FAIL,Microsoft Edge
07-13,7,0,0,PASS,Google Chrome
07-13,7,0,0,PASS,Firefox
07-13,7,0,0,PASS,Microsoft Edge
07-14,7,0,0,PASS,Google Chrome
07-14,7,0,0,PASS,Firefox
07-14,7,0,0,PASS,Microsoft Edge
07-15,7,0.00000001,0,FAIL,Google Chrome
07-15,7,0.00000001,0,FAIL,Firefox
07-15,7,0.00000001,0,FAIL,Microsoft Edge
07-16,7,0,-1,FAIL,Google Chrome
07-16,7,0,-1,FAIL,Firefox
07-16,7,0,-1,FAIL,Microsoft Edge
07-17,7,0,0,PASS,Google Chrome
07-17,7,0,0,PASS,Firefox
07-17,7,0,0,PASS,Microsoft Edge
07-18,7,1999999998,999999999,FAIL,Google Chrome
07-18,7,1999999998,999999999,FAIL,Firefox
07-18,7,1999999998,999999999,FAIL,Microsoft Edge
07-19,7,-1999999998,-999999999,FAIL,Google Chrome
07-19,7,-1999999998,-999999999,FAIL,Firefox
07-19,7,-1999999998,-999999999,FAIL,Microsoft Edge
07-20,7,-19999999,-1,FAIL,Google Chrome
07-20,7,-19999999,-1,FAIL,Firefox
07-20,7,-19999999,-1,FAIL,Microsoft Edge
07-21,7,-2.1,-0.1,FAIL,Google Chrome
07-21,7,-2.1,-0.1,FAIL,Firefox
07-21,7,-2.1,-0.1,FAIL,Microsoft Edge
07-22,7,0.1,-1.9,FAIL,Google Chrome
07-22,7,0.1,-1.9,FAIL,Firefox
